"SECONDS";"PID";"VALUE";"UNITS";
"55229.0109371";"Sobrealimentación calculada";"-0.6199652330504687";"psi";
"55229.1671103";"Combustible usado";"0.47113218633370574";"L";
"55229.1671103";"Combustible usado (Hoy)";"0.471131";"L";
"55229.1671103";"Combustible usado (Semana)";"0.471131";"L";
"55229.1671103";"Combustible usado (total)";"2.2558979999999997";"L";
"55229.1671103";"Consumo instantáneo de combustible (l/h)";"4.173329605814929";"L/h";
"55229.1671103";"Coste de combustible";"0.4758435081970428";"€";
"55229.1671103";"Coste de combustible (Hoy)";"0.47584231000000005";"€";
"55229.1671103";"Coste de combustible (Semana)";"0.47584231000000005";"€";
"55229.1671103";"Coste de combustible (total)";"2.27845698";"€";
"55229.1671103";"Potencia instantánea del motor (basada en el consumo de combustible)";"16.326891328184185";"hp";
"55229.1671103";"Power from MAF";"14.927999999999999";"hp";
"55229.1671103";"Velocidad del flujo del aire MAF";"12.44";"g/sec";
"55229.3350418";"Revoluciones del motor";"1750";"rpm";
"55229.3350418";"Revoluciones del motor x1000";"1.8";"rpm";
"55229.4751472";"Posición del pedal del acelerador D";"29.80392156862745";"%";
"55229.6401377";"Presión absoluta en el colector de admisión";"9.259664214721413";"psi";
"55229.6401377";"Sobrealimentación calculada";"-4.373883157943223";"psi";
"55229.79863";"Combustible usado";"0.47165838352017486";"L";
"55229.79863";"Combustible usado (Hoy)";"0.471657";"L";
"55229.79863";"Combustible usado (Semana)";"0.471657";"L";
"55229.79863";"Combustible usado (total)";"2.256424";"L";
"55229.79863";"Consumo instantáneo de combustible (l/h)";"2.99916130835896";"L/h";
"55229.79863";"Coste de combustible";"0.4763749673553766";"€";
"55229.79863";"Coste de combustible (Hoy)";"0.47637357";"€";
"55229.79863";"Coste de combustible (Semana)";"0.47637357";"€";
"55229.79863";"Coste de combustible (total)";"2.2789882400000003";"€";
"55229.79863";"Potencia instantánea del motor (basada en el consumo de combustible)";"11.733312578293136";"hp";
"55229.79863";"Power from MAF";"10.728";"hp";
"55229.79863";"Velocidad del flujo del aire MAF";"8.94";"g/sec";
"55229.9558935";"Revoluciones del motor";"1550";"rpm";
"55229.9558935";"Revoluciones del motor x1000";"1.6";"rpm";
"55230.1240198";"Posición del pedal del acelerador D";"30.19607843137255";"%";
"55230.2757377";"Presión absoluta en el colector de admisión";"12.26279855463106";"psi";
"55230.2757377";"Sobrealimentación calculada";"-1.3707488180290206";"psi";
"55230.4376432";"Combustible usado";"0.47242642050088496";"L";
"55230.4376432";"Combustible usado (Hoy)";"0.472425";"L";
"55230.4376432";"Combustible usado (Semana)";"0.472425";"L";
"55230.4376432";"Combustible usado (total)";"2.257192";"L";
"55230.4376432";"Consumo instantáneo de combustible (l/h)";"4.327648867766285";"L/h";
"55230.4376432";"Coste de combustible";"0.47715068470589383";"€";
"55230.4376432";"Coste de combustible (Hoy)";"0.47714924999999997";"€";
"55230.4376432";"Coste de combustible (Semana)";"0.47714924999999997";"€";
"55230.4376432";"Coste de combustible (total)";"2.27976392";"€";
"55230.4376432";"Potencia instantánea del motor (basada en el consumo de combustible)";"16.930618821027007";"hp";
"55230.4376432";"Power from MAF";"15.48";"hp";
"55230.4376432";"Velocidad del flujo del aire MAF";"12.9";"g/sec";
"55230.6037962";"Revoluciones del motor";"1459";"rpm";
"55230.6037962";"Revoluciones del motor x1000";"1.5";"rpm";
"55230.7696145";"Posición del pedal del acelerador D";"30.58823529411765";"%";
"55230.9387384";"Presión absoluta en el colector de admisión";"13.514104529593414";"psi";
"55230.9387384";"Sobrealimentación calculada";"-0.11944284306476796";"psi";
"55231.0982648";"Combustible usado";"0.4732434128880809";"L";
"55231.0982648";"Combustible usado (Hoy)";"0.473242";"L";
"55231.0982648";"Combustible usado (Semana)";"0.473242";"L";
"55231.0982648";"Combustible usado (total)";"2.258009";"L";
"55231.0982648";"Consumo instantáneo de combustible (l/h)";"4.451775230640202";"L/h";
"55231.0982648";"Coste de combustible";"0.4779758470169617";"€";
"55231.0982648";"Coste de combustible (Hoy)";"0.47797442";"€";
"55231.0982648";"Coste de combustible (Semana)";"0.47797442";"€";
"55231.0982648";"Coste de combustible (total)";"2.2805890900000003";"€";
"55231.0982648";"Potencia instantánea del motor (basada en el consumo de combustible)";"17.416225717444064";"hp";
"55231.0982648";"Power from MAF";"15.924";"hp";
"55231.0982648";"Velocidad del flujo del aire MAF";"13.27";"g/sec";
"55231.2351695";"Revoluciones del motor";"1569";"rpm";
"55231.2351695";"Revoluciones del motor x1000";"1.6";"rpm";
"55231.3625418";"Posición del pedal del acelerador D";"30.58823529411765";"%";
"55231.4988519";"Presión absoluta en el colector de admisión";"11.261753774661178";"psi";
"55231.4988519";"Sobrealimentación calculada";"-2.37179359800042";"psi";
"55231.6518789";"Combustible usado";"0.4736318877703845";"L";
"55231.6518789";"Combustible usado (Hoy)";"0.47363";"L";
"55231.6518789";"Combustible usado (Semana)";"0.47363";"L";
"55231.6518789";"Combustible usado (total)";"2.2583969999999995";"L";
"55231.6518789";"Consumo instantáneo de combustible (l/h)";"2.5261392228124127";"L/h";
"55231.6518789";"Coste de combustible";"0.4783682066480884";"€";
"55231.6518789";"Coste de combustible (Hoy)";"0.4783663";"€";
"55231.6518789";"Coste de combustible (Semana)";"0.4783663";"€";
"55231.6518789";"Coste de combustible (total)";"2.28098097";"€";
"55231.6518789";"Potencia instantánea del motor (basada en el consumo de combustible)";"9.88275656762274";"hp";
"55231.6518789";"Power from MAF";"9.036";"hp";
"55231.6518789";"Velocidad del flujo del aire MAF";"7.53";"g/sec";
"55231.8075463";"Revoluciones del motor";"1755";"rpm";
"55231.8075463";"Revoluciones del motor x1000";"1.8";"rpm";
"55231.9600845";"Posición del pedal del acelerador D";"26.666666666666668";"%";
"55232.1103448";"Presión absoluta en el colector de admisión";"8.759141824736473";"psi";
"55232.1103448";"Sobrealimentación calculada";"-4.874405547928922";"psi";
"55232.2635645";"Combustible usado";"0.473962492634796";"L";
"55232.2635645";"Combustible usado (Hoy)";"0.473961";"L";
"55232.2635645";"Combustible usado (Semana)";"0.473961";"L";
"55232.2635645";"Combustible usado (total)";"2.2587279999999996";"L";
"55232.2635645";"Consumo instantáneo de combustible (l/h)";"1.9457646072127481";"L/h";
"55232.2635645";"Coste de combustible";"0.47870211756114395";"€";
"55232.2635645";"Coste de combustible (Hoy)";"0.47870061";"€";
"55232.2635645";"Coste de combustible (Semana)";"0.47870061";"€";
"55232.2635645";"Coste de combustible (total)";"2.2813152800000003";"€";
"55232.2635645";"Potencia instantánea del motor (basada en el consumo de combustible)";"7.612216214105166";"hp";
"55232.2635645";"Power from MAF";"6.96";"hp";
"55232.2635645";"Velocidad del flujo del aire MAF";"5.8";"g/sec";
"55232.4199851";"Revoluciones del motor";"1850";"rpm";
"55232.4199851";"Revoluciones del motor x1000";"1.8";"rpm";
"55232.571962";"Posición del pedal del acelerador D";"25.098039215686274";"%";
"55232.7385655";"Presión absoluta en el colector de admisión";"5.255485094841883";"psi";
"55232.7385655";"Sobrealimentación calculada";"-8.378062277828827";"psi";
"55232.8792337";"Combustible usado";"0.47422253591072555";"L";
"55232.8792337";"Combustible usado (Hoy)";"0.474221";"L";
"55232.8792337";"Combustible usado (Semana)";"0.474221";"L";
"55232.8792337";"Combustible usado (total)";"2.2589879999999996";"L";
"55232.8792337";"Consumo instantáneo de combustible (l/h)";"1.5197092535644394";"L/h";
"55232.8792337";"Coste de combustible";"0.4789647612698328";"€";
"55232.8792337";"Coste de combustible (Hoy)";"0.47896321000000003";"€";
"55232.8792337";"Coste de combustible (Semana)";"0.47896321000000003";"€";
"55232.8792337";"Coste de combustible (total)";"2.28157788";"€";
"55232.8792337";"Potencia instantánea del motor (basada en el consumo de combustible)";"5.9454033534304145";"hp";
"55232.8792337";"Power from MAF";"5.436";"hp";
"55232.8792337";"Velocidad del flujo del aire MAF";"4.53";"g/sec";
"55233.0372405";"Revoluciones del motor";"1843";"rpm";
"55233.0372405";"Revoluciones del motor x1000";"1.8";"rpm";
"55233.188403";"Posición del pedal del acelerador D";"27.058823529411764";"%";
"55233.3444644";"Presión absoluta en el colector de admisión";"6.757052264796707";"psi";
"55233.3444644";"Sobrealimentación calculada";"-6.876495107871724";"psi";
"55233.5118158";"Combustible usado";"0.47463611916820386";"L";
"55233.5118158";"Combustible usado (Hoy)";"0.474635";"L";
"55233.5118158";"Combustible usado (Semana)";"0.474635";"L";
"55233.5118158";"Combustible usado (total)";"2.2594019999999997";"L";
"55233.5118158";"Consumo instantáneo de combustible (l/h)";"2.3550461280402577";"L/h";
"55233.5118158";"Coste de combustible";"0.4793824803598859";"€";
"55233.5118158";"Coste de combustible (Hoy)";"0.47938135";"€";
"55233.5118158";"Coste de combustible (Semana)";"0.47938135";"€";
"55233.5118158";"Coste de combustible (total)";"2.2819960200000002";"€";
"55233.5118158";"Potencia instantánea del motor (basada en el consumo de combustible)";"9.213406521210048";"hp";
"55233.5118158";"Power from MAF";"8.424";"hp";
"55233.5118158";"Velocidad del flujo del aire MAF";"7.0200000000000005";"g/sec";
"55233.6795301";"Revoluciones del motor";"1916";"rpm";
"55233.6795301";"Revoluciones del motor x1000";"1.9";"rpm";
"55233.8306352";"Posición del pedal del acelerador D";"28.235294117647058";"%";
"55233.991629";"Presión absoluta en el colector de admisión";"9.009403019728943";"psi";
"55233.991629";"Sobrealimentación calculada";"-4.624144352936072";"psi";
"55234.151797";"Combustible usado";"0.4750869923971667";"L";
"55234.151797";"Combustible usado (Hoy)";"0.475086";"L";
"55234.151797";"Combustible usado (Semana)";"0.475086";"L";
"55234.151797";"Combustible usado (total)";"2.2598529999999997";"L";
"55234.151797";"Consumo instantáneo de combustible (l/h)";"2.5362035225048927";"L/h";
"55234.151797";"Coste de combustible";"0.47983786232113834";"€";
"55234.151797";"Coste de combustible (Hoy)";"0.47983686000000003";"€";
"55234.151797";"Coste de combustible (Semana)";"0.47983686000000003";"€";
"55234.151797";"Coste de combustible (total)";"2.2824515300000003";"€";
"55234.151797";"Potencia instantánea del motor (basada en el consumo de combustible)";"9.922130099764667";"hp";
"55234.151797";"Power from MAF";"9.072000000000001";"hp";
"55234.151797";"Velocidad del flujo del aire MAF";"7.5600000000000005";"g/sec";
"55234.3023654";"Revoluciones del motor";"2000";"rpm";
"55234.3023654";"Revoluciones del motor x1000";"2";"rpm";
"55234.4636445";"Posición del pedal del acelerador D";"28.235294117647058";"%";
"55234.6104839";"Presión absoluta en el colector de admisión";"9.259664214721413";"psi";
"55234.6104839";"Sobrealimentación calculada";"-4.373883157943223";"psi";
"55234.77125";"Combustible usado";"0.4755234352621373";"L";
"55234.77125";"Combustible usado (Hoy)";"0.475522";"L";
"55234.77125";"Combustible usado (Semana)";"0.475522";"L";
"55234.77125";"Combustible usado (total)";"2.2602889999999998";"L";
"55234.77125";"Consumo instantáneo de combustible (l/h)";"2.5362035225048927";"L/h";
"55234.77125";"Coste de combustible";"0.4802786696147587";"€";
"55234.77125";"Coste de combustible (Hoy)";"0.48027722";"€";
"55234.77125";"Coste de combustible (Semana)";"0.48027722";"€";
"55234.77125";"Coste de combustible (total)";"2.28289189";"€";
"55234.77125";"Potencia instantánea del motor (basada en el consumo de combustible)";"9.922130099764667";"hp";
"55234.77125";"Power from MAF";"9.072000000000001";"hp";
"55234.77125";"Velocidad del flujo del aire MAF";"7.5600000000000005";"g/sec";
"55234.9249632";"Revoluciones del motor";"2120";"rpm";
"55234.9249632";"Revoluciones del motor x1000";"2.1";"rpm";
"55235.0716516";"Posición del pedal del acelerador D";"24.313725490196077";"%";
"55235.2384765";"Presión absoluta en el colector de admisión";"5.505746289834353";"psi";
"55235.2384765";"Sobrealimentación calculada";"-8.127801082835976";"psi";
"55235.3914968";"Combustible usado";"0.47574825812207583";"L";
"55235.3914968";"Combustible usado (Hoy)";"0.475747";"L";
"55235.3914968";"Combustible usado (Semana)";"0.475747";"L";
"55235.3914968";"Combustible usado (total)";"2.2605139999999997";"L";
"55235.3914968";"Consumo instantáneo de combustible (l/h)";"1.3050041934582053";"L/h";
"55235.3914968";"Coste de combustible";"0.4805057407032966";"€";
"55235.3914968";"Coste de combustible (Hoy)";"0.48050446999999996";"€";
"55235.3914968";"Coste de combustible (Semana)";"0.48050446999999996";"€";
"55235.3914968";"Coste de combustible (total)";"2.28311914";"€";
"55235.3914968";"Potencia instantánea del motor (basada en el consumo de combustible)";"5.105434667736051";"hp";
"55235.3914968";"Power from MAF";"4.668";"hp";
"55235.3914968";"Velocidad del flujo del aire MAF";"3.89";"g/sec";
"55235.5484291";"Revoluciones del motor";"2086";"rpm";
"55235.5484291";"Revoluciones del motor x1000";"2.1";"rpm";
"55235.6986574";"Posición del pedal del acelerador D";"20";"%";
"55235.8473309";"Presión absoluta en el colector de admisión";"3.0031343399096473";"psi";
"55235.8473309";"Sobrealimentación calculada";"-10.630413032764478";"psi";
"55236.0711934";"Combustible usado";"0.4759693197825921";"L";
"55236.0711934";"Combustible usado (Hoy)";"0.475968";"L";
"55236.0711934";"Combustible usado (Semana)";"0.475968";"L";
"55236.0711934";"Combustible usado (total)";"2.260735";"L";
"55236.0711934";"Consumo instantáneo de combustible (l/h)";"1.170813530891809";"L/h";
"55236.0711934";"Coste de combustible";"0.48072901298041804";"€";
"55236.0711934";"Coste de combustible (Hoy)";"0.48072768";"€";
"55236.0711934";"Coste de combustible (Semana)";"0.48072768";"€";
"55236.0711934";"Coste de combustible (total)";"2.28334235";"€";
"55236.0711934";"Potencia instantánea del motor (basada en el consumo de combustible)";"4.580454239177075";"hp";
"55236.0711934";"Power from MAF";"4.188";"hp";
"55236.0711934";"Velocidad del flujo del aire MAF";"3.49";"g/sec";
"55236.2431854";"Revoluciones del motor";"1927";"rpm";
"55236.2431854";"Revoluciones del motor x1000";"1.9";"rpm";
"55236.398334";"Posición del pedal del acelerador D";"20.784313725490197";"%";
"55236.5351504";"Presión absoluta en el colector de admisión";"3.253395534902118";"psi";
"55236.5351504";"Sobrealimentación calculada";"-10.380151837771626";"psi";
"55236.695743";"Combustible usado";"0.47612005162799326";"L";
"55236.695743";"Combustible usado (Hoy)";"0.476119";"L";
"55236.695743";"Combustible usado (Semana)";"0.476119";"L";
"55236.695743";"Combustible usado (total)";"2.2608859999999997";"L";
"55236.695743";"Consumo instantáneo de combustible (l/h)";"0.8688845401174169";"L/h";
"55236.695743";"Coste de combustible";"0.4808812521442732";"€";
"55236.695743";"Coste de combustible (Hoy)";"0.48088019000000004";"€";
"55236.695743";"Coste de combustible (Semana)";"0.48088019000000004";"€";
"55236.695743";"Coste de combustible (total)";"2.2834948600000002";"€";
"55236.695743";"Potencia instantánea del motor (basada en el consumo de combustible)";"3.399248274919376";"hp";
"55236.695743";"Power from MAF";"3.1079999999999997";"hp";
"55236.695743";"Velocidad del flujo del aire MAF";"2.59";"g/sec";
"55236.8597155";"Revoluciones del motor";"1763";"rpm";
"55236.8597155";"Revoluciones del motor x1000";"1.8";"rpm";
"55236.9836981";"Posición del pedal del acelerador D";"23.529411764705884";"%";
"55237.1126615";"Presión absoluta en el colector de admisión";"4.504701509864471";"psi";
"55237.1126615";"Sobrealimentación calculada";"-9.128845862807376";"psi";
"55237.2680627";"Combustible usado";"0.47634566215273466";"L";
"55237.2680627";"Combustible usado (Hoy)";"0.476345";"L";
"55237.2680627";"Combustible usado (Semana)";"0.476345";"L";
"55237.2680627";"Combustible usado (total)";"2.261112";"L";
"55237.2680627";"Consumo instantáneo de combustible (l/h)";"1.4190662566396426";"L/h";
"55237.2680627";"Coste de combustible";"0.481109118774262";"€";
"55237.2680627";"Coste de combustible (Hoy)";"0.48110845";"€";
"55237.2680627";"Coste de combustible (Semana)";"0.48110845";"€";
"55237.2680627";"Coste de combustible (total)";"2.2837231200000003";"€";
"55237.2680627";"Potencia instantánea del motor (basada en el consumo de combustible)";"5.551668032011183";"hp";
"55237.2680627";"Power from MAF";"5.0760000000000005";"hp";
"55237.2680627";"Velocidad del flujo del aire MAF";"4.23";"g/sec";
"55237.4102974";"Revoluciones del motor";"1694";"rpm";
"55237.4102974";"Revoluciones del motor x1000";"1.7";"rpm";
"55237.5601586";"Posición del pedal del acelerador D";"25.88235294117647";"%";
"55237.711594";"Presión absoluta en el colector de admisión";"5.756007484826824";"psi";
"55237.711594";"Sobrealimentación calculada";"-7.877539887843126";"psi";
"55237.8643211";"Combustible usado";"0.4766868120763205";"L";
"55237.8643211";"Combustible usado (Hoy)";"0.476686";"L";
"55237.8643211";"Combustible usado (Semana)";"0.476686";"L";
"55237.8643211";"Combustible usado (total)";"2.261453";"L";
"55237.8643211";"Consumo instantáneo de combustible (l/h)";"2.0598266703941857";"L/h";
"55237.8643211";"Coste de combustible";"0.48145368019708373";"€";
"55237.8643211";"Coste de combustible (Hoy)";"0.48145286";"€";
"55237.8643211";"Coste de combustible (Semana)";"0.48145286";"€";
"55237.8643211";"Coste de combustible (total)";"2.28406753";"€";
"55237.8643211";"Potencia instantánea del motor (basada en el consumo de combustible)";"8.0584495783803";"hp";
"55237.8643211";"Power from MAF";"7.368";"hp";
"55237.8643211";"Velocidad del flujo del aire MAF";"6.140000000000001";"g/sec";
"55238.0156193";"Revoluciones del motor";"1736";"rpm";
"55238.0156193";"Revoluciones del motor x1000";"1.7";"rpm";
"55238.1886795";"Posición del pedal del acelerador D";"28.235294117647058";"%";
"55238.3547688";"Presión absoluta en el colector de admisión";"8.508880629744";"psi";
"55238.3547688";"Sobrealimentación calculada";"-5.1246667429217725";"psi";
"55238.4951479";"Combustible usado";"0.47700308317985235";"L";
"55238.4951479";"Combustible usado (Hoy)";"0.477002";"L";
"55238.4951479";"Combustible usado (Semana)";"0.477002";"L";
"55238.4951479";"Combustible usado (total)";"2.2617689999999997";"L";
"55238.4951479";"Consumo instantáneo de combustible (l/h)";"1.804864411518032";"L/h";
"55238.4951479";"Coste de combustible";"0.4817731140116509";"€";
"55238.4951479";"Coste de combustible (Hoy)";"0.48177201999999997";"€";
"55238.4951479";"Coste de combustible (Semana)";"0.48177201999999997";"€";
"55238.4951479";"Coste de combustible (total)";"2.28438669";"€";
"55238.4951479";"Potencia instantánea del motor (basada en el consumo de combustible)";"7.060986764118242";"hp";
"55238.4951479";"Power from MAF";"6.4559999999999995";"hp";
"55238.4951479";"Velocidad del flujo del aire MAF";"5.38";"g/sec";
"55238.6482026";"Revoluciones del motor";"1862";"rpm";
"55238.6482026";"Revoluciones del motor x1000";"1.9";"rpm";
"55238.8076642";"Posición del pedal del acelerador D";"26.274509803921568";"%";
"55238.9596527";"Presión absoluta en el colector de admisión";"4.00417911987953";"psi";
"55238.9596527";"Sobrealimentación calculada";"-9.629368252793077";"psi";
"55239.1118903";"Presión barométrica absoluta";"13.633547372658";"psi";
"55239.2552021";"Combustible usado";"0.47723113434619285";"L";
"55239.2552021";"Combustible usado (Hoy)";"0.47723";"L";
"55239.2552021";"Combustible usado (Semana)";"0.47723";"L";
"55239.2552021";"Combustible usado (total)";"2.2619969999999996";"L";
"55239.2552021";"Consumo instantáneo de combustible (l/h)";"1.0802348336594914";"L/h";
"55239.2552021";"Coste de combustible";"0.4820034456896548";"€";
"55239.2552021";"Coste de combustible (Hoy)";"0.4820023";"€";
"55239.2552021";"Coste de combustible (Semana)";"0.4820023";"€";
"55239.2552021";"Coste de combustible (total)";"2.28461697";"€";
"55239.2552021";"Potencia instantánea del motor (basada en el consumo de combustible)";"4.226092449899765";"hp";
"55239.2552021";"Power from MAF";"3.864";"hp";
"55239.2552021";"Velocidad del flujo del aire MAF";"3.22";"g/sec";
"55239.4164848";"Revoluciones del motor";"1936";"rpm";
"55239.4164848";"Revoluciones del motor x1000";"1.9";"rpm";
"55239.5808717";"Posición del pedal del acelerador D";"25.098039215686274";"%";
"55239.7424993";"Presión absoluta en el colector de admisión";"3.253395534902118";"psi";
"55239.7424993";"Sobrealimentación calculada";"-10.380151837771626";"psi";
"55239.8992395";"Combustible usado";"0.47741957484344383";"L";
"55239.8992395";"Combustible usado (Hoy)";"0.477418";"L";
"55239.8992395";"Combustible usado (Semana)";"0.477418";"L";
"55239.8992395";"Combustible usado (total)";"2.2621849999999997";"L";
"55239.8992395";"Consumo instantáneo de combustible (l/h)";"1.053396701146212";"L/h";
"55239.8992395";"Coste de combustible";"0.4821937705918783";"€";
"55239.8992395";"Coste de combustible (Hoy)";"0.48219218";"€";
"55239.8992395";"Coste de combustible (Semana)";"0.48219218";"€";
"55239.8992395";"Coste de combustible (total)";"2.2848068500000003";"€";
"55239.8992395";"Potencia instantánea del motor (basada en el consumo de combustible)";"4.12109636418797";"hp";
"55239.8992395";"Power from MAF";"3.768";"hp";
"55239.8992395";"Velocidad del flujo del aire MAF";"3.14";"g/sec";
"55240.0407509";"Revoluciones del motor";"1949";"rpm";
"55240.0407509";"Revoluciones del motor x1000";"1.9";"rpm";
"55240.192463";"Posición del pedal del acelerador D";"24.313725490196077";"%";
"55240.3569122";"Presión absoluta en el colector de admisión";"3.0031343399096473";"psi";
"55240.3569122";"Sobrealimentación calculada";"-10.630413032764478";"psi";
"55240.4885602";"Combustible usado";"0.47757334332354817";"L";
"55240.4885602";"Combustible usado (Hoy)";"0.477572";"L";
"55240.4885602";"Combustible usado (Semana)";"0.477572";"L";
"55240.4885602";"Combustible usado (total)";"2.262339";"L";
"55240.4885602";"Consumo instantáneo de combustible (l/h)";"0.9393346379647751";"L/h";
"55240.4885602";"Coste de combustible";"0.4823490767567837";"€";
"55240.4885602";"Coste de combustible (Hoy)";"0.48234772";"€";
"55240.4885602";"Coste de combustible (Semana)";"0.48234772";"€";
"55240.4885602";"Coste de combustible (total)";"2.28496239";"€";
"55240.4885602";"Potencia instantánea del motor (basada en el consumo de combustible)";"3.674862999912839";"hp";
"55240.4885602";"Power from MAF";"3.3600000000000003";"hp";
"55240.4885602";"Velocidad del flujo del aire MAF";"2.8000000000000003";"g/sec";
"55240.6396264";"Revoluciones del motor";"1917";"rpm";
"55240.6396264";"Revoluciones del motor x1000";"1.9";"rpm";
"55240.7917407";"Posición del pedal del acelerador D";"21.176470588235293";"%";
"55240.9440103";"Presión absoluta en el colector de admisión";"3.253395534902118";"psi";
"55240.9440103";"Sobrealimentación calculada";"-10.380151837771626";"psi";
"55241.1002469";"Combustible usado";"0.4777312551872142";"L";
"55241.1002469";"Combustible usado (Hoy)";"0.47773";"L";
"55241.1002469";"Combustible usado (Semana)";"0.47773";"L";
"55241.1002469";"Combustible usado (total)";"2.2624969999999998";"L";
"55241.1002469";"Consumo instantáneo de combustible (l/h)";"0.9292703382722953";"L/h";
"55241.1002469";"Coste de combustible";"0.48250856773908635";"€";
"55241.1002469";"Coste de combustible (Hoy)";"0.4825073";"€";
"55241.1002469";"Coste de combustible (Semana)";"0.4825073";"€";
"55241.1002469";"Coste de combustible (total)";"2.28512197";"€";
"55241.1002469";"Potencia instantánea del motor (basada en el consumo de combustible)";"3.6354894677709155";"hp";
"55241.1002469";"Power from MAF";"3.324";"hp";
"55241.1002469";"Velocidad del flujo del aire MAF";"2.77";"g/sec";
"55241.2515651";"Revoluciones del motor";"1850";"rpm";
"55241.2515651";"Revoluciones del motor x1000";"1.8";"rpm";
"55241.4041728";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"55241.5551008";"Presión absoluta en el colector de admisión";"3.253395534902118";"psi";
"55241.5551008";"Sobrealimentación calculada";"-10.380151837771626";"psi";
"55241.7040765";"Combustible usado";"0.47786516111545946";"L";
"55241.7040765";"Combustible usado (Hoy)";"0.477864";"L";
"55241.7040765";"Combustible usado (Semana)";"0.477864";"L";
"55241.7040765";"Combustible usado (total)";"2.262631";"L";
"55241.7040765";"Consumo instantáneo de combustible (l/h)";"0.7984344422700588";"L/h";
"55241.7040765";"Coste de combustible";"0.48264381272661405";"€";
"55241.7040765";"Coste de combustible (Hoy)";"0.48264264";"€";
"55241.7040765";"Coste de combustible (Semana)";"0.48264264";"€";
"55241.7040765";"Coste de combustible (total)";"2.28525731";"€";
"55241.7040765";"Potencia instantánea del motor (basada en el consumo de combustible)";"3.123633549925913";"hp";
"55241.7040765";"Power from MAF";"2.856";"hp";
"55241.7040765";"Velocidad del flujo del aire MAF";"2.38";"g/sec";
"55241.8550589";"Revoluciones del motor";"1739";"rpm";
"55241.8550589";"Revoluciones del motor x1000";"1.7";"rpm";
"55241.9948411";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"55242.1430162";"Presión absoluta en el colector de admisión";"3.0031343399096473";"psi";
"55242.1430162";"Sobrealimentación calculada";"-10.630413032764478";"psi";
"55242.2955644";"Combustible usado";"0.47798509160208696";"L";
"55242.2955644";"Combustible usado (Hoy)";"0.477984";"L";
"55242.2955644";"Combustible usado (Semana)";"0.477984";"L";
"55242.2955644";"Combustible usado (total)";"2.2627509999999997";"L";
"55242.2955644";"Consumo instantáneo de combustible (l/h)";"0.7279843444227007";"L/h";
"55242.2955644";"Coste de combustible";"0.48276494251810786";"€";
"55242.2955644";"Coste de combustible (Hoy)";"0.48276384";"€";
"55242.2955644";"Coste de combustible (Semana)";"0.48276384";"€";
"55242.2955644";"Coste de combustible (total)";"2.28537851";"€";
"55242.2955644";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.84801882493245";"hp";
"55242.2955644";"Power from MAF";"2.6039999999999996";"hp";
"55242.2955644";"Velocidad del flujo del aire MAF";"2.17";"g/sec";
"55242.4511996";"Revoluciones del motor";"1631";"rpm";
"55242.4511996";"Revoluciones del motor x1000";"1.6";"rpm";
"55242.6044786";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"55242.7560657";"Presión absoluta en el colector de admisión";"3.0031343399096473";"psi";
"55242.7560657";"Sobrealimentación calculada";"-10.630413032764478";"psi";
"55242.9244106";"Combustible usado";"0.4781072723087313";"L";
"55242.9244106";"Combustible usado (Hoy)";"0.478106";"L";
"55242.9244106";"Combustible usado (Semana)";"0.478106";"L";
"55242.9244106";"Combustible usado (total)";"2.262873";"L";
"55242.9244106";"Consumo instantáneo de combustible (l/h)";"0.7011462119094214";"L/h";
"55242.9244106";"Coste de combustible";"0.4828883450318186";"€";
"55242.9244106";"Coste de combustible (Hoy)";"0.48288706";"€";
"55242.9244106";"Coste de combustible (Semana)";"0.48288706";"€";
"55242.9244106";"Coste de combustible (total)";"2.28550173";"€";
"55242.9244106";"Potencia instantánea del motor (basada en el consumo de combustible)";"2.7430227392206548";"hp";
"55242.9244106";"Power from MAF";"2.5079999999999996";"hp";
"55242.9244106";"Velocidad del flujo del aire MAF";"2.09";"g/sec";
"55243.078535";"Revoluciones del motor";"1402";"rpm";
"55243.078535";"Revoluciones del motor x1000";"1.4";"rpm";
"55243.2383227";"Posición del pedal del acelerador D";"19.215686274509803";"%";
"55243.3906873";"Presión absoluta en el colector de admisión";"5.756007484826824";"psi";
"55243.3906873";"Sobrealimentación calculada";"-7.877539887843126";"psi";
"55243.5361078";"Combustible usado";"0.4783660510395113";"L";
"55243.5361078";"Combustible usado (Hoy)";"0.478365";"L";
"55243.5361078";"Combustible usado (Semana)";"0.478365";"L";
"55243.5361078";"Combustible usado (total)";"2.2631319999999997";"L";
"55243.5361078";"Consumo instantáneo de combustible (l/h)";"1.5230640201285996";"L/h";
"55243.5361078";"Coste de combustible";"0.48314971154990644";"€";
"55243.5361078";"Coste de combustible (Hoy)";"0.48314865";"€";
"55243.5361078";"Coste de combustible (Semana)";"0.48314865";"€";
"55243.5361078";"Coste de combustible (total)";"2.28576332";"€";
"55243.5361078";"Potencia instantánea del motor (basada en el consumo de combustible)";"5.958527864144391";"hp";
"55243.5361078";"Power from MAF";"5.4479999999999995";"hp";
"55243.5361078";"Velocidad del flujo del aire MAF";"4.54";"g/sec";
"55243.6924371";"Revoluciones del motor";"1164";"rpm";
